sentiment,content,at
Positif,"ramah, tepat waktu, sopan,rapi",2024-08-12 06:24:26
Positif,kurirnya ramah dan sopan,2024-08-12 06:03:32
Negatif,penumpang hanya melihat senyum driver aja udh seneng yah 😁 pertahankan yah atas keramahannya. bintang deh yg berbicara 🙏🙏,2024-08-12 05:43:36
Positif,pelayanannya ramah,2024-08-12 05:38:12
Positif,kendaraan nyaman. sopir komunikatif. paham rute👍,2024-08-12 05:35:34
Positif,"Kurirnya ramah, sgt memuaskan",2024-08-12 05:28:29
Positif,sangat ramah dan baik,2024-08-12 05:09:14
Positif,"driver nya baik bnget ,,semoga di perlancarka. rejeki nya dan di berikan kesehatan ygs sehat slalu",2024-08-12 04:46:57
Positif,driver gesit perjalananpun nyaman semangat terus pak,2024-08-12 04:38:51
Positif,"mobil nya nyaman, bersih driver nya ramah",2024-08-12 04:37:20
Negatif,"Tolong drivernya lebih diberi pelatihan agar tidak seenaknya sama costumer Udah tidak ramah jawaban ketus, korupsi ongkos, menghina customer dengan kata"" tidak layak",2024-08-12 04:29:22
Negatif,mohon peta/map nya lebih dilengkapi ya,2024-08-12 04:15:18
Positif,Layanan bagus dan cepat,2024-08-12 04:12:30
Positif,sanggat bagus dan murah dan satu lagi sopir nya sopan dan ramah,2024-08-12 04:11:17
Positif,mantap bisa jemput pulang kita makasih 🥰👍,2024-08-12 03:50:00
Negatif,"Tolong dong tertibkan driver maxim yg juga menghidupkan aplikator lain.Tidak nyaman rasanya,jaket maxim tapi bawaan ojol lain.Di daerah gadut kec tilatang kamang kab agam sumbar.Saya pesan indriver yg datang maxim.Kalian kasih tu orderan maxim sm driver nya.Biar jangan salah pilih kami",2024-08-12 03:26:35
Positif,terimakasih banyak bang salam sukses selalu semoga selalu dalam keberkahan aamiin,2024-08-12 03:15:26
Positif,"Nyampe nya cepet, abang nya juga humble baik, pokok nya senang dapet driver seperti abang nya:)",2024-08-12 02:58:47
Positif,"bapak nya baik sekali, sangat membantu",2024-08-12 02:52:38
Positif,layanan yg sangat memuaskan,2024-08-12 02:51:59
Positif,"driver Maxim nya sangat baik dan sabar,tampan dan bersahaja.favorit kami,(driver BM 1627 AAH)P.simatupang",2024-08-12 02:51:15
Positif,aplikasi yang sangat bermanfaat,2024-08-12 02:25:06
Positif,keren sangat membantu,2024-08-12 02:21:04
Positif,cepat dan tepat,2024-08-12 02:05:45
Positif,"sangat baik pelayanan nya, ramah, dan amanah",2024-08-12 02:01:54
Positif,"Order telah dipenuhi oleh: Fandi Akolo dengan Trike, warna hitam, nopol DM2558JI. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",2024-08-12 01:57:33
Positif,pelayanan ny memuaskan,2024-08-12 01:52:04
Negatif,di maps mobil banyak yang nganggur tp masih pencarian terdekat wkwk parah,2024-08-12 01:23:41
Positif,"drivernya mantap ,td perjalanannya ga ada hambatan aman dan cepat",2024-08-12 01:02:08
Negatif,"Untuk maps nya masih harus nyari titik nya ya, dan pembayaran nya kalau bisa pakai m bangking atau e wallet.",2024-08-12 00:44:03
Positif,cepat sekali jemput nya,2024-08-12 00:41:55
Negatif,Maxim ini ngk bisa jlan tikus.. Sesuai rute map...,2024-08-12 00:23:24
Positif,"mksh pak diversifikasi,sdh antar anak sy dgn slmt.gbu",2024-08-12 00:23:06
Positif,terimakasih banyak pak ... terimakasih sudah membantu,2024-08-12 00:16:54
Positif,"driver ramah, trus cepat",2024-08-12 00:13:01
Positif,sangat memuaskan thanks,2024-08-12 00:03:01
Positif,"drivernya ramah,tepat sampai tujuan",2024-08-12 00:02:41
Positif,harus lbh murah,2024-08-11 23:59:20
Positif,nice sangat membantu,2024-08-11 23:32:54
Positif,"maxim bagus dan murah banget, pak supirnya juga ramah sekali..makaciwww",2024-08-11 23:30:10
Positif,cepat dan tepat waktu,2024-08-11 23:20:29
Negatif,selamat pagi admin untuk pelayanan Maxim baik dan respon oke terimakasih banyak Maxim Timika Papua Tengah saran saya semoga kedepannya ada penjelasan dari Pihak Maxim tentang ini ada beberapa kasus saya alami di timika Papua Tengah saya pesan orderan Maxim tetapi tidak ada respon sama sekali dari pihak penerima orderan Mohon dari pihak Maxim agar di waktu waktu kosong di berikan arahan agar terima dan respon setiap orderan maupun yang harga murah harga rendah tetapi tolong untuk dihargai,2024-08-11 22:41:35
Positif,mantap sat set,2024-08-11 22:22:57
Negatif,Mapnya gimana sih. Update terus tp nggak ada perbaikan.,2024-08-11 21:28:50
Positif,cepat dan ramah,2024-08-11 20:41:20
Positif,kepada pihak maxim saya mengucapkan bnyk terimaksih krna berapa kali saya order maxim selalu mndpatkn pelayanan terbaik,2024-08-11 20:28:33
Negatif,Tolong kalau kami order kasi yg terdekat jangan yg jauh,2024-08-11 18:58:12
Positif,gesit seperti kilat orangnya ramah dan baik hati menyala terus abangku 🔥,2024-08-11 18:41:57
Negatif,"Dri harga 18rb pas deiver sudah sampai naik jdi 26rb, apk aneh",2024-08-11 18:02:27
Negatif,"Baru saya instal ini aplikasi, sebenarnya bagus ini aplikasi hemat ongkosnya. Tapi keluhan saya banyak pengemudi minta di batalkan atau cancel orderan. Banyak alasan si pengemudi ini itu mengeluh jauh posisi mau jemput dan antar dll. Mending hapus aja ini aplikasi yang tak bermanfaat.",2024-08-11 16:54:18
Negatif,"sat set memuaskan , memberikan kenyamanan pada penumpang",2024-08-11 16:48:54
Positif,pelayanan nyaman..,2024-08-11 16:26:48
Negatif,"nuhun mlm2 udah dijemput meskipun jauh, top",2024-08-11 16:26:31
Positif,"Order telah dipenuhi oleh: Ilham Samodra dengan Motorcycle, warna hitam, nopol B3791BVQ. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",2024-08-11 16:23:58
Negatif,Maxim Maxim kasih titik yg jelas dong gimna mau banyak peminat kalo ngasih titik blom jelas,2024-08-11 16:20:37
Positif,pelayanan driver bagus enak di ajak ngobrol,2024-08-11 16:16:59
Positif,"ramah tamah, sangat membantu masnya sangat baik luar biasa",2024-08-11 15:16:18
Positif,pelayanan yg sangat memuaskan hati pelanggan 🤝👍,2024-08-11 14:59:03
Positif,sangat ramah dan tepat waktu,2024-08-11 14:49:47
Positif,ok terbaik betul sesuai dengan orderan,2024-08-11 14:40:31
Positif,terima kasih utk aplikasi Maxim...🙏,2024-08-11 14:19:38
Negatif,"Hallo ka, tolong para driver nya di tindak lanjuti yaa soalnya tadi dapet pelecahan oleh driver Maxim nya, tadi tangan saya mau kasih uang Maxim nya malah di elus² sampe pulang kerumah tenangis udah 2kali dapet Maxim kurang ajar seperti ini",2024-08-11 13:50:29
Negatif,Banyak banget penipunya orderan fiktif kok tiba tiba ada cs maxim mau ngasih santunan tiba tiba minta tf brifa😂 maxim ini bagus sebenarnya tapi keamanan nya astaga amburadul untung lumayan paham,2024-08-11 13:49:50
Negatif,"Ini app ribet amat, mau masuk aja susah gak ada notif pesan nya",2024-08-11 13:47:42
Positif,"belum di Coba, liat ongkos nya lumayan murah, pasti rame ni",2024-08-11 13:36:27
Positif,orangnya ramah harganya murahh😍,2024-08-11 13:33:03
Positif,bapaknya asik dijalan gabosen ramah banyak cerita ngalor ngidul,2024-08-11 12:54:25
Negatif,Maaf baru download aplikasi ini.. nanti kalau bagus pelayanannya saya tambahkan 1 lg jd full 5bntang dan saya kasih jempol ok nantinya..🙏,2024-08-11 12:34:21
Negatif,"Alhamdulillah supirnya ngerti kalo lagi bawa orang habis lahiran, jadinya pelan-pelan",2024-08-11 11:59:11
Positif,orangnya baik bnged. amanah. antaran jauh ujung ke ujung. padahal sudah malam. barang yg diantar terjaga sangat aman. semoga sukses bang,2024-08-11 11:39:51
Negatif,"Mau bintang 5 tunggu dulu🙃peta mapz nya Maxim ,belum akurat pihak #maxim tolong di perbarui untuk peta mapz nya masih yg lama dan banyak kekurangan nya.",2024-08-11 11:32:49
Negatif,"Pengemudi Maxim skrg PD ga sopan sopan, belum kerja udh chat minta lebihin, kita sebagai penumpang juga paham kali,ga usah chat gt sgala",2024-08-11 11:32:25
Positif,"ramah , amanah, dan aman.. pokoknya salut tuk driver kali ini",2024-08-11 11:28:17
Negatif,"Tolong di benerin supir ya masa perkara muntah yang tadi nya 22 ribu jadi 100 ribu padahal perjalanan nya cuma 2,7 km",2024-08-11 11:22:08
Positif,"cepat,murah,drivernya ramah,sopan,baik. Bintang 5 pokoknya👍🏻",2024-08-11 11:21:23
Positif,sopan dan cepat,2024-08-11 11:15:36
Positif,murah dan cepat,2024-08-11 11:11:57
Positif,baik perjalanannya lancar,2024-08-11 10:47:49
Positif,"suka pake maxim, penjemputan nya cepat, good 👍",2024-08-11 10:32:13
Negatif,duduk nya jgan terlalu mundur biar penumpangnya ga trlalu mundur🙏,2024-08-11 10:31:52
Positif,pelayanan cepat dan nyaman,2024-08-11 10:28:06
Positif,lebih murah dibanding kompetitor 👍,2024-08-11 09:20:32
Positif,ramah dan sopan semoga sellu berbuat baik,2024-08-11 09:06:48
Positif,"mantapp,menyediakan mantel",2024-08-11 09:05:12
Positif,"good job, makasih pir atas antaran dan kesabarannya bersedia menunggu, semoga usahanya lancar terus dan selamat sampai tujuan",2024-08-11 08:57:08
Positif,mantap pengemudi ramah & jalannya aman,2024-08-11 08:36:12
Positif,maxim good driver baik sekali terima kasih,2024-08-11 08:30:55
Negatif,ga ramah pengemudi nya heran padahal ud deket tinggal tiba tiba dia cancel gajelas!,2024-08-11 08:14:33
Negatif,"Aplikasi macam apa, alamat apa aja gabisa masuk google",2024-08-11 08:09:55
Positif,"pengemudi baik, ramah, sopan",2024-08-11 08:09:48
Positif,"keren, segera fasilitas bayar non tunai diaktifkan, linkaja juga keren.",2024-08-11 07:59:57
Positif,bawa motornya nyaman banget 👍👍👍🙏,2024-08-11 07:23:08
Positif,trimakasih bru petama bukak aplikasi maxsim..driver nya baik sekali,2024-08-11 07:12:15
Negatif,"Saat pesan tarif 26rb tapi pas sampai tujuan dan mau bayar langsung bengkak jd 36rb, ini maksudnya gmn y apa diawal dikasih murah biar pesan pakai aplikasi ini?",2024-08-11 06:50:52
Negatif,tanpa ribet login lgsg bisa gass. sayangnya jalan rumahku hilang di maps. psdahal di gmaps ada lo.,2024-08-11 06:41:40
Positif,"abang nya ramah ,baik",2024-08-11 06:19:40
Positif,trimaksih banyak bang bawa motornya enak hati² orang joss,2024-08-11 06:06:57
Positif,orangnya sangat ramah,2024-08-11 05:44:01
Negatif,"Pencarian lama, order di cancel tanpa pemberitahuan, list merchant yang sama terus berulang meski sudah di scroll, perbaiki list merchant agar tidak selalu menampilkan merchant yang sama, percepat seleksi yang terdekat, setelah update menjadi lebih baik harusnya, bukan seperti ini",2024-08-11 05:32:13
Positif,baik drevernya sabar banget terima kasih maxim,2024-08-11 04:58:39
Positif,Biaya bisa hemat,2024-08-11 04:46:38
Negatif,Orderan sudah di pick up dan customer (nenek-nenek) sudah naik kendaraan namun setelah dipantau arah tujuan berubah tidak sesuai dengan pada waktu order (alamat tujuan tidak sesuai),2024-08-11 04:31:06
Positif,tepat waktu drivernya pun ramah,2024-08-11 04:24:36
Positif,drivernya baik dan sopan,2024-08-11 04:19:02
Negatif,"Saya mau tanya kenapa yg ada cuma di sibolga sumatera utara aja yg ada ,padahal kabupaten tapanuli tengah kecamatan pandan lebih luas dan jangkauan banyak ketimbang kota sibolga, mohon di segerakan agar ada di kabupaten tapanuli tengah kecamatan pandan,",2024-08-11 04:10:43
Positif,pelayanan bagus dan memuaskan,2024-08-11 04:08:55
Positif,sesuai rute dan ramah,2024-08-11 04:08:48
Positif,belum dpat promo aja sih heheeh,2024-08-11 03:49:10
Positif,cepat pengantarannya,2024-08-11 03:48:04
Negatif,"Alamat nya kurang lengkap, jadi susah buat titik nya",2024-08-11 03:47:58
Positif,pengemudinya ramah banget,2024-08-11 03:26:02
Positif,pelayanan ramah.. cepat datangnya,2024-08-11 03:17:32
Positif,"Driver sangat ramah dan bersahabat,terima kasih atas pelayanan terbaik nya.",2024-08-11 03:05:43
Positif,Ramah banget drivernya... bnyk rejekinya mas ..,2024-08-11 03:05:01
Positif,"Abang nya gerak cepat,,mantapppp",2024-08-11 02:52:38
Negatif,Akun tidak apa² bisa2nya di nonatikpkan emang lagi naik daun ya Nanti juga bobrok,2024-08-11 02:38:43
Negatif,"Duit gw angus d wallet, d blokir katany ga jelas. Ga ada alasan apa apa, kaspro apaan dah.",2024-08-11 02:01:25
Positif,sangat Baik sangat bagus semangat pak.terimaksaih semoga rizqi nya Lancar,2024-08-11 00:32:40
Positif,baik sekali ramah next order lagi,2024-08-11 00:31:29
Negatif,"jdi driver dpt ordern kena tipu, mlah saldo bkurg trs",2024-08-11 00:13:10
Negatif,"Banyak driver yg pakai aplikasi mod,, berulang kali di laporkan tp d biarin aja",2024-08-11 00:03:52
Negatif,"Udah tau di kasih jempol ke bawah, Masih aja orangnya itu lagi itu lagi, gak ubah2",2024-08-10 23:23:19
Positif,layanan cepat & ramah pengemudi nya,2024-08-10 23:12:31
Positif,Alhamdulillah bagus dan ramah bang nya,2024-08-10 21:27:29
Positif,pelyan yg baik dan perjalanan yg santai,2024-08-10 21:19:31
Positif,super ter baik 100%,2024-08-10 17:55:40
Negatif,Peta maps nya kurang lengkap.,2024-08-10 17:10:44
Positif,maaf baru kasih Rate nih. Maxim keren. terus ditingkatkan kwalitas dan mutunya,2024-08-10 16:57:51
Negatif,"Sebenarnya kami sebagai pengguna dan pemanfaat aplikasi ini sangat berterima kasih sudah ada dikota kami (sampit-kalteng). Cuman beberapa kali pemesanan makanan, sipenerima pesananan beberapa kali tidak merespon/menjawab pesananan kami. Lebih dari 1 jam kami menunggu pesanan tanpa kabar, dan menu untuk pembatalan tidak ada, yang ada hanya ganti sipenerima pemesanan dan ganti order. Sehingga menyulitkan untuk pembataln dari pemesan. Bahkan tidak ada aplikasi LAPOR. Saya Uninstall skrg.",2024-08-10 15:55:04
Positif,sangat membantu orang ya ramah,2024-08-10 14:59:55
Positif,sangat membantu sekali👍👍👍,2024-08-10 14:22:44
Positif,tepat waktu pelayanan ramah,2024-08-10 14:06:39
Positif,"super sekali,cepat,driver ramah,langganan trus dengan maxim",2024-08-10 13:56:46
Positif,"terimakasih mas sudah mau nyari padahal tutup tempat nyh gk ada gk jualan ehh malah sampe belain nyari terimakasih banyak mas bnr"" baik banget mas nyh sopan ramah 🙏🙏🙏🙏🙏",2024-08-10 13:55:52
Positif,driver baik hati dan tidak sombong,2024-08-10 13:43:26
Positif,sangat baik pelayanannya,2024-08-10 13:30:44
Positif,"MENU FOOD NYA GAK JELAS, YANG LAIN NYA BELUM NYOBA",2024-08-10 12:56:27
Positif,"driver baik dan sabar, makasiih",2024-08-10 12:51:42
Positif,suka dgn drivernya tau beradaptasi dgn pelanganya😁,2024-08-10 12:22:35
Positif,cepat service nya,2024-08-10 12:18:15
Negatif,+ Drivernya Cepat + Drivernya Baiknya Banget + Drivernya Sopan Ramah + Drivernya menawarkan untuk menghantarkan saya dan anak sampai tujuan (ketika saya hendak turun depan Gang) Good Job Driver 🙏 Mks Pak sudah mau mengantar saya dan anak hingga tidak kemalaman smpi rmh Rezeki melimpah Notif Orderan banyak buat Bpk,2024-08-10 12:01:03
Positif,tergantung sdm kasih saat ini ☆5,2024-08-10 11:50:43
Positif,sangat cepat dan bapaknya ramah Skali salut,2024-08-10 11:38:11
Positif,"tepat waktu pelayanan juga baik,sopan",2024-08-10 11:36:44
Negatif,Top up kaspro wallet prosesnya lama banget ampun lah,2024-08-10 10:41:42
Positif,salah satu pilihan transportasi yg masuk akal dan memudahkan perjalanan,2024-08-10 10:32:46
Positif,driver nya ramah mau mengajak ngobrol jadi tidak boring diperjalanan. Terima kasih,2024-08-10 10:27:15
Negatif,titik lokasi ga akurat bgt,2024-08-10 10:22:07
Positif,"Aplikasi ojol yg lumayan baik dan harga terjangkau semoga Pengemudi dan Perusahaan, pengguna juga Sukses",2024-08-10 10:15:57
Negatif,Peta saya di Maxim kok gak ada ya udh cari gak ada jadi malas mau download,2024-08-10 10:10:58
Positif,murah dibandingkan yang lain,2024-08-10 10:00:54
Negatif,aplikasi gajelas pas mau di cancel gabisa anjir. (posisi dua pihak sama sama mau cancel),2024-08-10 09:57:22
Negatif,Pembayaran non tunai perbaiki lagi dong saldo saya ga bisa di pakaii,2024-08-10 09:08:55
Positif,"sangat baik, sangat mengerti dengan keadaan pelanggan, trima kasih orang baik 🙏",2024-08-10 08:44:38
Positif,"cepat, tepat, amanah. terima kasih Maxim",2024-08-10 08:38:00
Negatif,"Tolong untuk APK customer diberi foto,agar driver mengenali customer",2024-08-10 08:36:16
Positif,"supirnya ramah..mobilnya nyaman,wangi dan bersih",2024-08-10 08:33:39
Positif,aman dan nyaman,2024-08-10 08:33:37
Positif,bagus banget..cepat sampai tujuan,2024-08-10 08:31:18
Positif,pengemudi cepat dan sigap,2024-08-10 08:18:39
Positif,"Order telah dipenuhi oleh: Muhammad Amin dengan Motorcycle, warna hitam, nopol AB5602UZ. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",2024-08-10 08:03:25
Positif,driver ramah dan nyaman,2024-08-10 07:57:18
Positif,pelayanan mantap mobil bersih AC dingin bapaknya ramah pemilihan jalur yg aman cara berkendara sangat baik dan taat lalu lintas. pokoknya the best buat bapaknya,2024-08-10 07:00:40
Negatif,"Rata² driver aplikasi ini kaya ga punya rules dalam kerja mereka, semena² teehadap penumapang, saya salah seorang korban dari driver maxim, kita kontak CS nya tak ada respon sama sekali, saran buat temen² terutama cewek jangan mau pakai aplikasi ini",2024-08-10 06:29:28
Positif,"Terimakasih, Pelayanan nya bagus",2024-08-10 06:22:49
Negatif,Benerin lagi map masa cari alamat aja muter terus harus spesifik,2024-08-10 06:19:52
Negatif,2x lebih mahal dari apk sebelah Keuntungan Lebih banyak ke provider daripada ke driver,2024-08-10 06:17:16
Negatif,"Sangat tidak puas sama layanan Maxim Barang tertinggal aja di bawa lari Yg mana driver nya atas nama,,Nugraha Pratama dengan Daihatsu Gran max warna perak,nopol B1416NOB,,, Mohon untuk di tinjau lebih lanjut,,, Sekian terimakasih",2024-08-10 06:01:32
Positif,drivernya bersih perlengkapannya dan sopan,2024-08-10 05:47:15
Positif,orangnya baik dan ramah,2024-08-10 05:31:13
Negatif,"perbincangannya nyambung bgt, karna sama"" passus juga ternyata dulu abg nya,, sukses selalu ya bang!! ⭐🔥🙏🏻",2024-08-10 05:23:53
Negatif,sekarang dapat driver susah banget udah di naikan harganya tpi tetap susah dpt driver,2024-08-10 05:23:00
Negatif,"pas mau di order car, 31k, pas nyampe jadi 61k, apliksi scam, apos aja",2024-08-10 04:16:22
Positif,pelayanan ny baik ramah dan sopan,2024-08-10 04:08:08
Positif,pelayanan nya bagus,2024-08-10 03:51:10
Positif,nyaman dan selamat sampai tujuan,2024-08-10 03:32:35
Positif,"pengemudi baik dan ramah,mengemudi dengan aman dan nyaman",2024-08-10 03:17:44
Negatif,"kecewa dan kesel,,..titik penjemputan sama tujuan tidak di temukan,gak kaya gojek cepat bgt banyak pilihan nya...tolong di tingkatkan lagi",2024-08-10 02:40:01
Positif,"cepat,tepat dan ramah",2024-08-10 02:35:21
Positif,terimakasih pak sudah antar jauh2,2024-08-10 01:48:32
Positif,"pelayanan baik, tepat waktu",2024-08-10 01:42:53
Positif,"sangat baik, sopan dan trimakasi ya",2024-08-10 01:23:27
Positif,layanan sangat ramah dan baik,2024-08-10 01:01:40
Positif,pelayanan yg sangat dengan memakai maxim👍👍,2024-08-10 00:59:55
Positif,"Order telah dipenuhi oleh: Ringga Ardinata dengan Daihatsu Sigra, warna emas tua, nopol BM1262ZY. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.90)",2024-08-10 00:49:54
Positif,Driver ramah dan baik,2024-08-10 00:46:05
Negatif,Selama pakai maxim 75% driver nya udah berumur..jd saat bawa motor lamban kadang lg telat jd jengkel sendiri..bawa motor aja suka gemetaran nyodok gk liat spion..😪knp pemerintah gk ksh modal dagang aja buat bapak2 ini..biar lebih sefty aja gitu..kasian juga kan..qt di bawa bonceng juga harus kaya kucing punya nyawa banyak..saya yg naik kasian tp kesel kadang kaki kesenggol trotoar atau motor lain..,2024-08-10 00:42:48
Negatif,perjalnn cpt bngt. gmpng bngt buat dapetin driver ny. bisa buat alternatif ojek online yg cepat.,2024-08-10 00:37:32
Negatif,"saya kasih 4, karena saya baru bergabung, namun penangkapan Maxim mudah terkoneksi",2024-08-10 00:14:30
Positif,cepat & akurat,2024-08-09 23:57:03
Positif,"terimakasih maxim drivernya baik, cpt smpe aman, nyaman di prjalanan,selmt smpe 7an",2024-08-09 23:51:10
Positif,mantap .driver baik ramah ganteng murah mobil juga bagus,2024-08-09 23:33:23
Positif,murah dan aman,2024-08-09 23:01:35
Positif,"gercepnya luar biasa, cpat dtgnya . keren dech pkknya. perthan kan ya saya beri bintang 5 💯",2024-08-09 22:59:48
Positif,sangat membantu untuk kemana kita akan pergi,2024-08-09 22:14:31
Positif,"jos,, Order telah dipenuhi oleh: Agusmis dengan Motorcycle, warna putih, nopol B4862TVH. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",2024-08-09 21:40:57
Negatif,Cari tujuan susah Mau dipakai susah Mending delate,2024-08-09 21:32:07
Positif,pengemudi sangat ramah dan sopan,2024-08-09 21:25:55
Positif,"driver nya sopan, gesit, bersih dan harum",2024-08-09 21:11:41
Negatif,tidak sesuai titik & sering pengemudi tidak datang !,2024-08-09 18:51:34
Positif,driver nya ramah baik juga,2024-08-09 18:39:43
Positif,"sangat simple dan menarik ini aplikasi, jd gampang mau apa aja 🥰🥰👍👍",2024-08-09 17:27:44
Positif,sangat murah di harga,2024-08-09 17:13:30
Positif,makasih pak semoga lancar trus tarikannya...dan di beri kesehatan,2024-08-09 16:53:31
Positif,"terimakasih banyak bang, sukses selalu",2024-08-09 16:37:18
Negatif,Driver anjg kwontol ini maxim kgak ada platihan drivernya apa. Masa ketengah pelan kgak sen gw yg di blakang jdi nabrak driver lu kwontol. Tnggung jwab lah maxim,2024-08-09 16:27:16
Positif,mohon maaf ya pak alangkah baiknya motornya di service dulu buat kenyamanan pelanggar yang order,2024-08-09 16:15:34
Positif,terima kasih drivernya baik sekali jarang banget dapat driver seperti ini yang tak terduga! pertahankan,2024-08-09 16:12:58
Positif,ramah sekali 🥰semangat kerja nya pak,2024-08-09 16:11:03
Positif,mantap dan cepat,2024-08-09 15:44:32
Positif,ramah dan cepat,2024-08-09 15:38:37
Positif,"baik, ramah & sopan 👍",2024-08-09 15:23:30
Positif,ramah dan baik sopan pula,2024-08-09 15:16:47
Positif,bawa mobil ya enak lah ga kaya yang lain,2024-08-09 15:07:43
Positif,super ramah sehat lancar rejeki rame teruss oorderannya,2024-08-09 14:36:37
Positif,drivernya baik ramah🙏 terimakasih pak sehat selalu,2024-08-09 14:33:09
Positif,sangat berhati hati saat bawa penumpang 👍 nyaman banget,2024-08-09 14:21:43
Negatif,Kalo bisa turunin dikit harganya,2024-08-09 14:12:46
Negatif,menghancurkan harga pasaran,2024-08-09 13:20:34
Positif,driver baik dan ramah,2024-08-09 13:05:37
Positif,pelayanan nyaman dan baik,2024-08-09 12:57:53
Positif,"orang nya baik, ramah",2024-08-09 12:05:02
Negatif,"APK Makin Lama Makin Bodoh Aja, Gak Tau Letak Yg Di Cari, Bikin Kesel Aja",2024-08-09 12:01:18
Negatif,Tolong berlakukan verifikasi muka driver diwilayah makassar. Karna banyak kejadian driver memakai akun bukan miliknya lalu membawa kabur barang custumer,2024-08-09 11:17:45
Positif,"bagus bngt orangnya ramah"" solusi buat perjalanan jauh yang low budget 😌🙏",2024-08-09 11:13:54
Positif,Driver nya Baik .. Ramah..👍🏻👍🏻👍🏻👍🏻 terima kasih Bapak..🙏🏻🙏🏻🙏🏻🙏🏻,2024-08-09 11:12:14
Positif,bagus murah jg semoga kedepan nya maps nya lebih update lagi Krn kasian sm driver nya,2024-08-09 11:11:33
Positif,akhirnya dapat pengemudi cepat terimakasih ya,2024-08-09 11:03:02
Positif,baik bangettt mas nya makasi yaa,2024-08-09 10:58:44
Positif,pengantarannya bagus...,2024-08-09 10:31:08
Positif,terimakasih.. berkah dn sukses selalu bang,2024-08-09 10:28:44
Positif,"baik,ramah dan sangat hati-hati",2024-08-09 10:19:12
Positif,"keren fitur rental ini, drivernya baik dan sangat membantu selama perjalanan",2024-08-09 10:09:57
Positif,"mantab, pengemudinya juga ramah banget hehe",2024-08-09 10:05:46
Positif,"pakai maxim sampai saat ini ga kecewa,terjangkau dari segi ongkos dan sangat cepat dalam penjemputan,pokonya pertahankan kwalitasnya ya xim,..",2024-08-09 10:03:17
Negatif,sya langganan dari dulu barang tidak di terima sama pembeli respon lambat,2024-08-09 09:22:29
Positif,Terima kasih sudah di antar,2024-08-09 09:09:33
Positif,"drivernya ramah, cara menyetirnya tenang .",2024-08-09 09:04:06
Positif,drivernya mantapp.. pelayanan maksimal. terimakasih,2024-08-09 09:04:01
Positif,sangat sopan dan delivery ya cepat dan aman OK,2024-08-09 08:33:21
Positif,drive baik ramah bawa motornya kalem,2024-08-09 08:26:19
Positif,Maxim semakin ke sini semakin menyebalkan plus driver nya juga,2024-08-09 08:17:56
Negatif,"Saya suka memakai maxim tpi suatu ketika saya memesan driver mengkritik saya dan menyelahkan saya padahal saya hanya mengcancle saja karena ""lama"" tpi driver sudah marah dan menuduh saya tidak tidak, semoga bisa di perbaiki lagi ya pelayanan nya, terima kasih👍",2024-08-09 08:09:05
Positif,mengendarai motornya si Bapak baik juga berhati-hati,2024-08-09 07:27:47
Positif,Drivernya ramah bgt.,2024-08-09 07:22:26
Positif,"driver ramah , pelayanan mantappp",2024-08-09 06:50:05
Positif,mntappp baik dan lncr smpe tujuan,2024-08-09 06:43:57
Positif,cepat dan murah.,2024-08-09 06:33:15
Positif,"cepat dtng nya, ramah",2024-08-09 06:16:47
Positif,nyaman dan sopan santun trimakasih,2024-08-09 06:13:41
Positif,Drivernya Ramah dan Komunikatif,2024-08-09 05:55:53
Negatif,"Tolong dong kasih tau driver maximnya khususnya driver bikenya yg asal main cancel atau minta cancel pas di order. Jarak antar juga ga jauh-jauh amat. Apa karena murah gitu ongkos nya jadi ga mau ambil orderan, saya juga kalo make jasa Maxim selalu kasih uang lebih min. Mengecewakan banget sumpah",2024-08-09 05:51:51
Positif,aman dan nyaman,2024-08-09 05:49:17
Negatif,"Aplikasi sampah, riwayat order ilang tiba2, jadi gabisa reimburse. Minim fitur harga ngga transparan",2024-08-09 05:10:44
Positif,Baik Pelayanannya,2024-08-09 04:54:07
Positif,terimakasih pak sudah dianter sampe lokasi😊,2024-08-09 04:52:11
Positif,pelanggan sangat baik,2024-08-09 04:49:07
Negatif,"Saya pesan bike delivery, hari ini pukul 10:25 09agus2024 tetapi tidak ada peritahuan berkas sudah sampai tujuan atau tidak, dan tidak bisa melihat data driver yg barusan, aplikasi taik Berkas saya penting hilang oleh driver tidak ada pemberitahuan apapun, padahal ongkosnya sudah saya lebihkan, memang aplikasi taik",2024-08-09 04:46:28
Positif,Puas menggunakan maxim,2024-08-09 04:40:01
Positif,terimaksih bang driver nya,2024-08-09 04:39:53
Negatif,susah bngt mau login g di kasih² kode loginnya gj maxim,2024-08-09 04:35:23
