sentiment,content,at
,terima kasih utk aplikasi Maxim...🙏,2024-08-11 14:19:38
,"Hallo ka, tolong para driver nya di tindak lanjuti yaa soalnya tadi dapet pelecahan oleh driver Maxim nya, tadi tangan saya mau kasih uang Maxim nya malah di elus² sampe pulang kerumah tenangis udah 2kali dapet Maxim kurang ajar seperti ini",2024-08-11 13:50:29
,Banyak banget penipunya orderan fiktif kok tiba tiba ada cs maxim mau ngasih santunan tiba tiba minta tf brifa😂 maxim ini bagus sebenarnya tapi keamanan nya astaga amburadul untung lumayan paham,2024-08-11 13:49:50
,"Ini app ribet amat, mau masuk aja susah gak ada notif pesan nya",2024-08-11 13:47:42
,"belum di Coba, liat ongkos nya lumayan murah, pasti rame ni",2024-08-11 13:36:27
,orangnya ramah harganya murahh😍,2024-08-11 13:33:03
,bapaknya asik dijalan gabosen ramah banyak cerita ngalor ngidul,2024-08-11 12:54:25
,Maaf baru download aplikasi ini.. nanti kalau bagus pelayanannya saya tambahkan 1 lg jd full 5bntang dan saya kasih jempol ok nantinya..🙏,2024-08-11 12:34:21
,"Alhamdulillah supirnya ngerti kalo lagi bawa orang habis lahiran, jadinya pelan-pelan",2024-08-11 11:59:11
,orangnya baik bnged. amanah. antaran jauh ujung ke ujung. padahal sudah malam. barang yg diantar terjaga sangat aman. semoga sukses bang,2024-08-11 11:39:51
,"Mau bintang 5 tunggu dulu🙃peta mapz nya Maxim ,belum akurat pihak #maxim tolong di perbarui untuk peta mapz nya masih yg lama dan banyak kekurangan nya.",2024-08-11 11:32:49
,"Pengemudi Maxim skrg PD ga sopan sopan, belum kerja udh chat minta lebihin, kita sebagai penumpang juga paham kali,ga usah chat gt sgala",2024-08-11 11:32:25
,"ramah , amanah, dan aman.. pokoknya salut tuk driver kali ini",2024-08-11 11:28:17
,"Tolong di benerin supir ya masa perkara muntah yang tadi nya 22 ribu jadi 100 ribu padahal perjalanan nya cuma 2,7 km",2024-08-11 11:22:08
,"cepat,murah,drivernya ramah,sopan,baik. Bintang 5 pokoknya👍🏻",2024-08-11 11:21:23
,sopan dan cepat,2024-08-11 11:15:36
,murah dan cepat,2024-08-11 11:11:57
,baik perjalanannya lancar,2024-08-11 10:47:49
,"suka pake maxim, penjemputan nya cepat, good 👍",2024-08-11 10:32:13
,duduk nya jgan terlalu mundur biar penumpangnya ga trlalu mundur🙏,2024-08-11 10:31:52
,pelayanan cepat dan nyaman,2024-08-11 10:28:06
,lebih murah dibanding kompetitor 👍,2024-08-11 09:20:32
,ramah dan sopan semoga sellu berbuat baik,2024-08-11 09:06:48
,"mantapp,menyediakan mantel",2024-08-11 09:05:12
,"good job, makasih pir atas antaran dan kesabarannya bersedia menunggu, semoga usahanya lancar terus dan selamat sampai tujuan",2024-08-11 08:57:08
,mantap pengemudi ramah & jalannya aman,2024-08-11 08:36:12
,maxim good driver baik sekali terima kasih,2024-08-11 08:30:55
,ga ramah pengemudi nya heran padahal ud deket tinggal tiba tiba dia cancel gajelas!,2024-08-11 08:14:33
,"Aplikasi macam apa, alamat apa aja gabisa masuk google",2024-08-11 08:09:55
,"pengemudi baik, ramah, sopan",2024-08-11 08:09:48
,"keren, segera fasilitas bayar non tunai diaktifkan, linkaja juga keren.",2024-08-11 07:59:57
,bawa motornya nyaman banget 👍👍👍🙏,2024-08-11 07:23:08
,trimakasih bru petama bukak aplikasi maxsim..driver nya baik sekali,2024-08-11 07:12:15
,"Saat pesan tarif 26rb tapi pas sampai tujuan dan mau bayar langsung bengkak jd 36rb, ini maksudnya gmn y apa diawal dikasih murah biar pesan pakai aplikasi ini?",2024-08-11 06:50:52
,tanpa ribet login lgsg bisa gass. sayangnya jalan rumahku hilang di maps. psdahal di gmaps ada lo.,2024-08-11 06:41:40
,"abang nya ramah ,baik",2024-08-11 06:19:40
,trimaksih banyak bang bawa motornya enak hati² orang joss,2024-08-11 06:06:57
,orangnya sangat ramah,2024-08-11 05:44:01
,"Pencarian lama, order di cancel tanpa pemberitahuan, list merchant yang sama terus berulang meski sudah di scroll, perbaiki list merchant agar tidak selalu menampilkan merchant yang sama, percepat seleksi yang terdekat, setelah update menjadi lebih baik harusnya, bukan seperti ini",2024-08-11 05:32:13
,baik drevernya sabar banget terima kasih maxim,2024-08-11 04:58:39
,Biaya bisa hemat,2024-08-11 04:46:38
,Orderan sudah di pick up dan customer (nenek-nenek) sudah naik kendaraan namun setelah dipantau arah tujuan berubah tidak sesuai dengan pada waktu order (alamat tujuan tidak sesuai),2024-08-11 04:31:06
,tepat waktu drivernya pun ramah,2024-08-11 04:24:36
,drivernya baik dan sopan,2024-08-11 04:19:02
,"Saya mau tanya kenapa yg ada cuma di sibolga sumatera utara aja yg ada ,padahal kabupaten tapanuli tengah kecamatan pandan lebih luas dan jangkauan banyak ketimbang kota sibolga, mohon di segerakan agar ada di kabupaten tapanuli tengah kecamatan pandan,",2024-08-11 04:10:43
,pelayanan bagus dan memuaskan,2024-08-11 04:08:55
,sesuai rute dan ramah,2024-08-11 04:08:48
,belum dpat promo aja sih heheeh,2024-08-11 03:49:10
,cepat pengantarannya,2024-08-11 03:48:04
,"Alamat nya kurang lengkap, jadi susah buat titik nya",2024-08-11 03:47:58
,pengemudinya ramah banget,2024-08-11 03:26:02
,pelayanan ramah.. cepat datangnya,2024-08-11 03:17:32
,"Driver sangat ramah dan bersahabat,terima kasih atas pelayanan terbaik nya.",2024-08-11 03:05:43
,Ramah banget drivernya... bnyk rejekinya mas ..,2024-08-11 03:05:01
,"Abang nya gerak cepat,,mantapppp",2024-08-11 02:52:38
,Akun tidak apa² bisa2nya di nonatikpkan emang lagi naik daun ya Nanti juga bobrok,2024-08-11 02:38:43
,"Duit gw angus d wallet, d blokir katany ga jelas. Ga ada alasan apa apa, kaspro apaan dah.",2024-08-11 02:01:25
,sangat Baik sangat bagus semangat pak.terimaksaih semoga rizqi nya Lancar,2024-08-11 00:32:40
,baik sekali ramah next order lagi,2024-08-11 00:31:29
,"jdi driver dpt ordern kena tipu, mlah saldo bkurg trs",2024-08-11 00:13:10
,"Banyak driver yg pakai aplikasi mod,, berulang kali di laporkan tp d biarin aja",2024-08-11 00:03:52
,"Udah tau di kasih jempol ke bawah, Masih aja orangnya itu lagi itu lagi, gak ubah2",2024-08-10 23:23:19
,layanan cepat & ramah pengemudi nya,2024-08-10 23:12:31
,Alhamdulillah bagus dan ramah bang nya,2024-08-10 21:27:29
,pelyan yg baik dan perjalanan yg santai,2024-08-10 21:19:31
,super ter baik 100%,2024-08-10 17:55:40
,Peta maps nya kurang lengkap.,2024-08-10 17:10:44
,maaf baru kasih Rate nih. Maxim keren. terus ditingkatkan kwalitas dan mutunya,2024-08-10 16:57:51
,"Sebenarnya kami sebagai pengguna dan pemanfaat aplikasi ini sangat berterima kasih sudah ada dikota kami (sampit-kalteng). Cuman beberapa kali pemesanan makanan, sipenerima pesananan beberapa kali tidak merespon/menjawab pesananan kami. Lebih dari 1 jam kami menunggu pesanan tanpa kabar, dan menu untuk pembatalan tidak ada, yang ada hanya ganti sipenerima pemesanan dan ganti order. Sehingga menyulitkan untuk pembataln dari pemesan. Bahkan tidak ada aplikasi LAPOR. Saya Uninstall skrg.",2024-08-10 15:55:04
,sangat membantu orang ya ramah,2024-08-10 14:59:55
,sangat membantu sekali👍👍👍,2024-08-10 14:22:44
,tepat waktu pelayanan ramah,2024-08-10 14:06:39
,"super sekali,cepat,driver ramah,langganan trus dengan maxim",2024-08-10 13:56:46
,"terimakasih mas sudah mau nyari padahal tutup tempat nyh gk ada gk jualan ehh malah sampe belain nyari terimakasih banyak mas bnr"" baik banget mas nyh sopan ramah 🙏🙏🙏🙏🙏",2024-08-10 13:55:52
,driver baik hati dan tidak sombong,2024-08-10 13:43:26
,sangat baik pelayanannya,2024-08-10 13:30:44
,"MENU FOOD NYA GAK JELAS, YANG LAIN NYA BELUM NYOBA",2024-08-10 12:56:27
,"driver baik dan sabar, makasiih",2024-08-10 12:51:42
,suka dgn drivernya tau beradaptasi dgn pelanganya😁,2024-08-10 12:22:35
,cepat service nya,2024-08-10 12:18:15
,+ Drivernya Cepat + Drivernya Baiknya Banget + Drivernya Sopan Ramah + Drivernya menawarkan untuk menghantarkan saya dan anak sampai tujuan (ketika saya hendak turun depan Gang) Good Job Driver 🙏 Mks Pak sudah mau mengantar saya dan anak hingga tidak kemalaman smpi rmh Rezeki melimpah Notif Orderan banyak buat Bpk,2024-08-10 12:01:03
,tergantung sdm kasih saat ini ☆5,2024-08-10 11:50:43
,sangat cepat dan bapaknya ramah Skali salut,2024-08-10 11:38:11
,"tepat waktu pelayanan juga baik,sopan",2024-08-10 11:36:44
,Top up kaspro wallet prosesnya lama banget ampun lah,2024-08-10 10:41:42
,salah satu pilihan transportasi yg masuk akal dan memudahkan perjalanan,2024-08-10 10:32:46
,driver nya ramah mau mengajak ngobrol jadi tidak boring diperjalanan. Terima kasih,2024-08-10 10:27:15
,titik lokasi ga akurat bgt,2024-08-10 10:22:07
,"Aplikasi ojol yg lumayan baik dan harga terjangkau semoga Pengemudi dan Perusahaan, pengguna juga Sukses",2024-08-10 10:15:57
,Peta saya di Maxim kok gak ada ya udh cari gak ada jadi malas mau download,2024-08-10 10:10:58
,murah dibandingkan yang lain,2024-08-10 10:00:54
,aplikasi gajelas pas mau di cancel gabisa anjir. (posisi dua pihak sama sama mau cancel),2024-08-10 09:57:22
,Pembayaran non tunai perbaiki lagi dong saldo saya ga bisa di pakaii,2024-08-10 09:08:55
,"sangat baik, sangat mengerti dengan keadaan pelanggan, trima kasih orang baik 🙏",2024-08-10 08:44:38
,"cepat, tepat, amanah. terima kasih Maxim",2024-08-10 08:38:00
,"Tolong untuk APK customer diberi foto,agar driver mengenali customer",2024-08-10 08:36:16
,"supirnya ramah..mobilnya nyaman,wangi dan bersih",2024-08-10 08:33:39
,aman dan nyaman,2024-08-10 08:33:37
,bagus banget..cepat sampai tujuan,2024-08-10 08:31:18
,pengemudi cepat dan sigap,2024-08-10 08:18:39
,"Order telah dipenuhi oleh: Muhammad Amin dengan Motorcycle, warna hitam, nopol AB5602UZ. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",2024-08-10 08:03:25
,driver ramah dan nyaman,2024-08-10 07:57:18
,pelayanan mantap mobil bersih AC dingin bapaknya ramah pemilihan jalur yg aman cara berkendara sangat baik dan taat lalu lintas. pokoknya the best buat bapaknya,2024-08-10 07:00:40
,"Rata² driver aplikasi ini kaya ga punya rules dalam kerja mereka, semena² teehadap penumapang, saya salah seorang korban dari driver maxim, kita kontak CS nya tak ada respon sama sekali, saran buat temen² terutama cewek jangan mau pakai aplikasi ini",2024-08-10 06:29:28
,"Terimakasih, Pelayanan nya bagus",2024-08-10 06:22:49
,Benerin lagi map masa cari alamat aja muter terus harus spesifik,2024-08-10 06:19:52
,2x lebih mahal dari apk sebelah Keuntungan Lebih banyak ke provider daripada ke driver,2024-08-10 06:17:16
,"Sangat tidak puas sama layanan Maxim Barang tertinggal aja di bawa lari Yg mana driver nya atas nama,,Nugraha Pratama dengan Daihatsu Gran max warna perak,nopol B1416NOB,,, Mohon untuk di tinjau lebih lanjut,,, Sekian terimakasih",2024-08-10 06:01:32
,drivernya bersih perlengkapannya dan sopan,2024-08-10 05:47:15
,orangnya baik dan ramah,2024-08-10 05:31:13
,"perbincangannya nyambung bgt, karna sama"" passus juga ternyata dulu abg nya,, sukses selalu ya bang!! ⭐🔥🙏🏻",2024-08-10 05:23:53
,sekarang dapat driver susah banget udah di naikan harganya tpi tetap susah dpt driver,2024-08-10 05:23:00
,"pas mau di order car, 31k, pas nyampe jadi 61k, apliksi scam, apos aja",2024-08-10 04:16:22
,pelayanan ny baik ramah dan sopan,2024-08-10 04:08:08
,pelayanan nya bagus,2024-08-10 03:51:10
,nyaman dan selamat sampai tujuan,2024-08-10 03:32:35
,"pengemudi baik dan ramah,mengemudi dengan aman dan nyaman",2024-08-10 03:17:44
,"kecewa dan kesel,,..titik penjemputan sama tujuan tidak di temukan,gak kaya gojek cepat bgt banyak pilihan nya...tolong di tingkatkan lagi",2024-08-10 02:40:01
,"cepat,tepat dan ramah",2024-08-10 02:35:21
,terimakasih pak sudah antar jauh2,2024-08-10 01:48:32
,"pelayanan baik, tepat waktu",2024-08-10 01:42:53
,"sangat baik, sopan dan trimakasi ya",2024-08-10 01:23:27
,layanan sangat ramah dan baik,2024-08-10 01:01:40
,pelayanan yg sangat dengan memakai maxim👍👍,2024-08-10 00:59:55
,"Order telah dipenuhi oleh: Ringga Ardinata dengan Daihatsu Sigra, warna emas tua, nopol BM1262ZY. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.90)",2024-08-10 00:49:54
,Driver ramah dan baik,2024-08-10 00:46:05
,Selama pakai maxim 75% driver nya udah berumur..jd saat bawa motor lamban kadang lg telat jd jengkel sendiri..bawa motor aja suka gemetaran nyodok gk liat spion..😪knp pemerintah gk ksh modal dagang aja buat bapak2 ini..biar lebih sefty aja gitu..kasian juga kan..qt di bawa bonceng juga harus kaya kucing punya nyawa banyak..saya yg naik kasian tp kesel kadang kaki kesenggol trotoar atau motor lain..,2024-08-10 00:42:48
,perjalnn cpt bngt. gmpng bngt buat dapetin driver ny. bisa buat alternatif ojek online yg cepat.,2024-08-10 00:37:32
,"saya kasih 4, karena saya baru bergabung, namun penangkapan Maxim mudah terkoneksi",2024-08-10 00:14:30
,cepat & akurat,2024-08-09 23:57:03
,"terimakasih maxim drivernya baik, cpt smpe aman, nyaman di prjalanan,selmt smpe 7an",2024-08-09 23:51:10
,mantap .driver baik ramah ganteng murah mobil juga bagus,2024-08-09 23:33:23
,murah dan aman,2024-08-09 23:01:35
,"gercepnya luar biasa, cpat dtgnya . keren dech pkknya. perthan kan ya saya beri bintang 5 💯",2024-08-09 22:59:48
,sangat membantu untuk kemana kita akan pergi,2024-08-09 22:14:31
,"jos,, Order telah dipenuhi oleh: Agusmis dengan Motorcycle, warna putih, nopol B4862TVH. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",2024-08-09 21:40:57
,Cari tujuan susah Mau dipakai susah Mending delate,2024-08-09 21:32:07
,pengemudi sangat ramah dan sopan,2024-08-09 21:25:55
,"driver nya sopan, gesit, bersih dan harum",2024-08-09 21:11:41
,tidak sesuai titik & sering pengemudi tidak datang !,2024-08-09 18:51:34
,driver nya ramah baik juga,2024-08-09 18:39:43
,"sangat simple dan menarik ini aplikasi, jd gampang mau apa aja 🥰🥰👍👍",2024-08-09 17:27:44
,sangat murah di harga,2024-08-09 17:13:30
,makasih pak semoga lancar trus tarikannya...dan di beri kesehatan,2024-08-09 16:53:31
,"terimakasih banyak bang, sukses selalu",2024-08-09 16:37:18
,Driver anjg kwontol ini maxim kgak ada platihan drivernya apa. Masa ketengah pelan kgak sen gw yg di blakang jdi nabrak driver lu kwontol. Tnggung jwab lah maxim,2024-08-09 16:27:16
,mohon maaf ya pak alangkah baiknya motornya di service dulu buat kenyamanan pelanggar yang order,2024-08-09 16:15:34
,terima kasih drivernya baik sekali jarang banget dapat driver seperti ini yang tak terduga! pertahankan,2024-08-09 16:12:58
,ramah sekali 🥰semangat kerja nya pak,2024-08-09 16:11:03
,mantap dan cepat,2024-08-09 15:44:32
,ramah dan cepat,2024-08-09 15:38:37
,"baik, ramah & sopan 👍",2024-08-09 15:23:30
,ramah dan baik sopan pula,2024-08-09 15:16:47
,bawa mobil ya enak lah ga kaya yang lain,2024-08-09 15:07:43
,super ramah sehat lancar rejeki rame teruss oorderannya,2024-08-09 14:36:37
,drivernya baik ramah🙏 terimakasih pak sehat selalu,2024-08-09 14:33:09
,sangat berhati hati saat bawa penumpang 👍 nyaman banget,2024-08-09 14:21:43
,Kalo bisa turunin dikit harganya,2024-08-09 14:12:46
,menghancurkan harga pasaran,2024-08-09 13:20:34
,driver baik dan ramah,2024-08-09 13:05:37
,pelayanan nyaman dan baik,2024-08-09 12:57:53
,"orang nya baik, ramah",2024-08-09 12:05:02
,"APK Makin Lama Makin Bodoh Aja, Gak Tau Letak Yg Di Cari, Bikin Kesel Aja",2024-08-09 12:01:18
,Tolong berlakukan verifikasi muka driver diwilayah makassar. Karna banyak kejadian driver memakai akun bukan miliknya lalu membawa kabur barang custumer,2024-08-09 11:17:45
,"bagus bngt orangnya ramah"" solusi buat perjalanan jauh yang low budget 😌🙏",2024-08-09 11:13:54
,Driver nya Baik .. Ramah..👍🏻👍🏻👍🏻👍🏻 terima kasih Bapak..🙏🏻🙏🏻🙏🏻🙏🏻,2024-08-09 11:12:14
,bagus murah jg semoga kedepan nya maps nya lebih update lagi Krn kasian sm driver nya,2024-08-09 11:11:33
,akhirnya dapat pengemudi cepat terimakasih ya,2024-08-09 11:03:02
,baik bangettt mas nya makasi yaa,2024-08-09 10:58:44
,pengantarannya bagus...,2024-08-09 10:31:08
,terimakasih.. berkah dn sukses selalu bang,2024-08-09 10:28:44
,"baik,ramah dan sangat hati-hati",2024-08-09 10:19:12
,"keren fitur rental ini, drivernya baik dan sangat membantu selama perjalanan",2024-08-09 10:09:57
,"mantab, pengemudinya juga ramah banget hehe",2024-08-09 10:05:46
,"pakai maxim sampai saat ini ga kecewa,terjangkau dari segi ongkos dan sangat cepat dalam penjemputan,pokonya pertahankan kwalitasnya ya xim,..",2024-08-09 10:03:17
,sya langganan dari dulu barang tidak di terima sama pembeli respon lambat,2024-08-09 09:22:29
,Terima kasih sudah di antar,2024-08-09 09:09:33
,"drivernya ramah, cara menyetirnya tenang .",2024-08-09 09:04:06
,drivernya mantapp.. pelayanan maksimal. terimakasih,2024-08-09 09:04:01
,sangat sopan dan delivery ya cepat dan aman OK,2024-08-09 08:33:21
,drive baik ramah bawa motornya kalem,2024-08-09 08:26:19
,Maxim semakin ke sini semakin menyebalkan plus driver nya juga,2024-08-09 08:17:56
,"Saya suka memakai maxim tpi suatu ketika saya memesan driver mengkritik saya dan menyelahkan saya padahal saya hanya mengcancle saja karena ""lama"" tpi driver sudah marah dan menuduh saya tidak tidak, semoga bisa di perbaiki lagi ya pelayanan nya, terima kasih👍",2024-08-09 08:09:05
,mengendarai motornya si Bapak baik juga berhati-hati,2024-08-09 07:27:47
,Drivernya ramah bgt.,2024-08-09 07:22:26
,"driver ramah , pelayanan mantappp",2024-08-09 06:50:05
,mntappp baik dan lncr smpe tujuan,2024-08-09 06:43:57
,cepat dan murah.,2024-08-09 06:33:15
,"cepat dtng nya, ramah",2024-08-09 06:16:47
,nyaman dan sopan santun trimakasih,2024-08-09 06:13:41
,Drivernya Ramah dan Komunikatif,2024-08-09 05:55:53
,"Tolong dong kasih tau driver maximnya khususnya driver bikenya yg asal main cancel atau minta cancel pas di order. Jarak antar juga ga jauh-jauh amat. Apa karena murah gitu ongkos nya jadi ga mau ambil orderan, saya juga kalo make jasa Maxim selalu kasih uang lebih min. Mengecewakan banget sumpah",2024-08-09 05:51:51
,aman dan nyaman,2024-08-09 05:49:17
,"Aplikasi sampah, riwayat order ilang tiba2, jadi gabisa reimburse. Minim fitur harga ngga transparan",2024-08-09 05:10:44
,Baik Pelayanannya,2024-08-09 04:54:07
,terimakasih pak sudah dianter sampe lokasi😊,2024-08-09 04:52:11
,pelanggan sangat baik,2024-08-09 04:49:07
,"Saya pesan bike delivery, hari ini pukul 10:25 09agus2024 tetapi tidak ada peritahuan berkas sudah sampai tujuan atau tidak, dan tidak bisa melihat data driver yg barusan, aplikasi taik Berkas saya penting hilang oleh driver tidak ada pemberitahuan apapun, padahal ongkosnya sudah saya lebihkan, memang aplikasi taik",2024-08-09 04:46:28
,Puas menggunakan maxim,2024-08-09 04:40:01
,terimaksih bang driver nya,2024-08-09 04:39:53
,susah bngt mau login g di kasih² kode loginnya gj maxim,2024-08-09 04:35:23
,Pada fitur penilaian tidak terdapat alasan DRIVER MEMINTA CUSTOMER UNTUK MENGANTAR TIDAK DI TITIK ANTAR/TUJUAN YG SEHARUSNYA. Alhasil Customer berjalan kaki menuju titik antar/tujuan. Alasan Drivernya karena jalan sempit. Padahal driver2 lain baik itu dari Maxim sendiri atau Driver dari kompetitor lainnya TIDAK PERNAH MELAKUKAN hal itu. Perlu perbaikan dari fitur penilaian agar ditambah alasan seperti yg sudah disebutkan di atas.,2024-08-09 04:28:17
,pelayanan baik dan ramah,2024-08-09 04:21:07
,sangat baik dan cepat ramah lagih terima kasih,2024-08-09 04:17:46
,terimakasih sudah mengantar barangnya dengan baiik,2024-08-09 04:09:49
,driver bicara kasar di chat,2024-08-09 03:53:40
,"sebenarnya saya suka.tpi bnr"" aplikasi ini membingungkan.sulit di oprasikan. andai aja mengoprasikanya semudah grab.di tambah lgi bahasa ingrisnya bikin naik dara.pasti saya akan permanen menggunakannya.tolonk di perbaiki",2024-08-09 03:07:27
,"Aplikasi bagus baik,cuma kita lagi mesan tiba tiba di batalkan sama pengemudi,kan merugikan sekali",2024-08-09 03:03:32
,cepat dan tepat waktu,2024-08-09 02:57:22
,pelayanan yang sangat baik,2024-08-09 02:24:31
,sangat baik sopan dan cepat,2024-08-09 02:20:49
,pelayanan baik sekali,2024-08-09 02:14:27
,bagus ramah cepat tepat,2024-08-09 01:58:10
,perjalanan cepat sangat membantu sy sampai dilokasi tepat wkt dan selamat ditujuan barakallah bpk driver,2024-08-09 01:57:00
,cepat dan tepat,2024-08-09 01:55:32
,sangat puas dengan pelayanan nya,2024-08-09 01:31:34
,alhamdulillah sesuai kantong pelajar,2024-08-09 01:28:40
,"Order telah dipenuhi oleh: Nurkholis Y dengan Motorcycle, warna hitam, nopol N4844ACA. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",2024-08-09 01:14:46
,murah dan terjangkau,2024-08-09 00:55:34
,Kurirnya sabar walaupun sy salah pesan,2024-08-09 00:46:31
,drever nya ramah. baik.,2024-08-09 00:20:27
,sangat baik dalam melayani pelanggan dan tertib berlalulintas,2024-08-08 23:54:31
,cepat dan ramah,2024-08-08 23:44:18
,Alhamdulillah Sangat Baik,2024-08-08 23:36:12
,Saya pesan dari jam 6 pagi sampai jam 7 belum ada konfirmasi dari pengemudi Burikkkkkkkk.. Tolong diperbaiki dlu,2024-08-08 23:16:47
,"maxim skrang banyak pake akun double,masa lgi nganter costumer dia bisa ngambil orderan lagi,kdg nunggu nympe 10 menit ngga nyampe2,parah skli plyanan maxim",2024-08-08 22:59:45
,"lambat banget nyari driver mobil, bikin males aja. mana ini berangkat pagi lagi, jadinya lama bener",2024-08-08 22:33:47
,Gagal verifikasi tidak mendapat kode,2024-08-08 22:17:20
,lama bet saya butuh subuh kosong lama terus di kensel,2024-08-08 21:55:15
,"Bagus, baik, sopan, ramah",2024-08-08 18:03:50
,driver sopan. ramah semoga banyak rezky nya. pengiriman cepat,2024-08-08 17:57:07
,Baik Pelayanan nya,2024-08-08 16:32:55
,draiger nya super super ramah,2024-08-08 16:06:43
,sangat amat baik dan amanah,2024-08-08 15:42:25
,Dancok berkali kali gk dikasih kode verifikasi kalo gk niat mending gk usah bisa di download,2024-08-08 15:40:49
,Saldo awal 8.000 Saya isi 20.000 Knpa saldonya jd 15.000? Trus yg 13.000 kemana? Jgn dilihat nominalnya tp lihat kwalitas playanannya ini gimana?,2024-08-08 15:40:41
,sangat bagus sangat cepat datangnya pelayanannya bagus banget🙏☺️,2024-08-08 15:39:03
,perjalanan nyaman...driver baik+sopan...,2024-08-08 15:12:56
,terima kasih sudah setia langganan maxsim,2024-08-08 15:12:00
,mempermudah mobilitas,2024-08-08 13:48:13
,motornya bagus,2024-08-08 13:37:55
,bagus paham lokasi,2024-08-08 13:28:12
,ramah drivernya ongkos juga minim,2024-08-08 12:55:00
,kurirnya ramah enak dibawa gobrol,2024-08-08 12:23:37
,"Sekarang bukannya lebih mudah pakai kaspro, malah sering ribut dengan driver",2024-08-08 11:54:02
,sangan membantu drivernya baik sekali 🙏🏼👍🏼,2024-08-08 11:44:32
,"pelayanan driver mantap,sabar dan penuh tanggung jawab,terima kasih...🙏🏻",2024-08-08 11:18:16
,terimakasih bapak driver sehat selalu.bapaknya baik banget.sehat2 bapak 🙏🏻,2024-08-08 11:17:28
,"Driver sekarang malas ambil orderan, Sdh naikin ongkos juga tetap aja ga ada yang ambil padahal banyak aja yang nongkrong dekat titik, tolong untuk d tindak lanjuti, buang"" waktu kt nunggu driver terima orderan",2024-08-08 11:03:16
,"baik , cepat tanggap , tau jalan dan ramah",2024-08-08 10:57:39
,"murah, drivernya baik",2024-08-08 10:34:19
,sopirnya sangat ramah dan tepat waktu,2024-08-08 10:33:20
,Dari sekian banyak transportasi online cuman maxim yg susah cari tujuan pas di maps,2024-08-08 09:56:00
,"Order telah dipenuhi oleh: Fiktor Radius Telaumbanua dengan Motorcycle, warna merah, nopol BK6694AKS. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",2024-08-08 09:52:25
,Aplikasi bongak. Tidak bisa melihat lagi nama pengantar yang dulu. Sehingga saya bisa tandai mana driver yang saya mau naik mana yang trauma.,2024-08-08 09:44:41
,driver ramah enak di ajak ngobrol,2024-08-08 09:39:56
,"Dapet driver nya yang jauh terus, bisa sampe 10menit lebih. Mana maps nya suka kesasar",2024-08-08 09:16:07
,bagus ini buatan Indonesia🇮🇩🇮🇩,2024-08-08 09:02:34
,"pelayanan nya bagus, ramah",2024-08-08 08:48:36
,Untuk kedepannya tolong untuk pembayaran nontunai nya segera d adain ya sama fitur foto lokasi tolong d sediain soalnya yg gatau denah rumah nya kasian pengemudinya. . Terimakasih sebelumnya. .,2024-08-08 07:26:13
,"pelayanan Bagus...cuman maps gelap tidak nampak gambar lokasi, cuman nampak jalannya saja... tolong di tingkatkan lagi.. Trimakasih.",2024-08-08 07:09:00
,"Cepat, Murah dan Mantap",2024-08-08 06:57:19
,Penipuan hahah katanya dapet saldo 100 tapi ga bisa di gunain wkwkw ngeboongin anak sekolah hahahahahaha,2024-08-08 06:53:46
,"sangat baik, ramah, sopan dan amanah",2024-08-08 06:48:22
,"pelayanan cepat,ramah",2024-08-08 06:40:56
,Saya belum mendapatkan kesan sempurna atau minimal memuaskan dalam pelayanan individu nya.terlalu susah mencari titik penjemputan dan menentukan tujuan dalam pencarian di maps.karena hal ini membuat saya ribut kecil dengan driver ojol nya.karena bersikap tdk santun dan arogan,2024-08-08 06:33:48
,"driver, rapi ramah dan aman berkendara",2024-08-08 06:32:15
,"sangat ramah Pengemudi: Ansori dengan Motorcycle, warna hitam, nopol BH3031VI. Selamat menikmati perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",2024-08-08 05:51:06
,abang supirnya ramah. dan berkendara dg tenang. terimakasih bang,2024-08-08 05:39:53
,ketepatan waktu dan sikap driver sangat memuaskan,2024-08-08 05:36:09
,"Kirain murah,. Ternyata jauh lebih mahal dari grab",2024-08-08 05:13:42
,"Barang saya ketinggalan di mobil, satu tas full pakaian bayi belum diatas.. Masa hasil riwayat pesanan ini hari tidak ada di applikasi.. Parah",2024-08-08 04:24:57
,drive ramah dan baik hati,2024-08-08 04:13:16
,murah tapi tolong tingkatkan lg maps nya biar lebih mudah dicari,2024-08-08 04:06:45
,"pelayanannya bagus, mobilnya rapih dan pengantar jemput yang akurat",2024-08-08 03:29:38
,"sudah nyaman memakai maxim selama lebih dari 2tahun, tapi sangat disayangkan masih menemukan driver yang ugal2an di jalan sembari membawa penumpang, tolong dong maxim bagaimana solusi nya jika mendapati driver yang ugal2an",2024-08-08 03:22:53
,baik dan sopan sekali,2024-08-08 03:03:03
,Awalnya murah saat sudah sampai tujuan jadi mahal Lebih baik grab aja harganya sesuai Walaupun agak mahal tetapi sesuai.Selama saya menggunakan aplikasinya,2024-08-08 02:53:36
